"ENTITY_CD","OVERALL_STATUS"
"661401030000","Target District"
"661401030001","Good Standing"
"661401030002","Good Standing"
"661401030003","Good Standing"
"661401030005","Good Standing"
"661401030006","Targeted Support and Improvement"
"661401030007","Good Standing"
"661402020000","Good Standing"
"661402020001","Good Standing"
"661402020002","Good Standing"
"661402020004","Good Standing"
"661500010000","Target District"
"661500010001","Comprehensive Support and Improvement"
"661500010002","Targeted Support and Improvement"
"661500010004","Good Standing"
"661500010009","Good Standing"
"661500010010","Good Standing"
"661601030000","Good Standing"
"661601030001","Good Standing"
"661601030002","Good Standing"
"661601030003","Good Standing"
"661601030004","Good Standing"
"661601030005","Good Standing"
"661601030006","Good Standing"
"661800010000","Good Standing"
"661800010001","Good Standing"
"661800010002","Good Standing"
"661800010003","Good Standing"
"661800010004","Good Standing"
"661800010005","Good Standing"
"661901030000","Good Standing"
"661901030001","Good Standing"
"661901030002","Good Standing"
"661901030004","Good Standing"
"661901030005","Good Standing"
"661904030000","Target District"
"661904030003","Good Standing"
"661904030004","Good Standing"
"661904030005","Good Standing"
"661904030006","Good Standing"
"661904030008","Good Standing"
"661904030010","Targeted Support and Improvement"
"661905020000","Good Standing"
"661905020001","Good Standing"
"661905020002","Good Standing"
"661905020003","Good Standing"
"662001030000","Good Standing"
"662001030001","Good Standing"
"662001030002","Good Standing"
"662001030003","Good Standing"
"662001030004","Good Standing"
"662001030005","Good Standing"
"662001030010","Good Standing"
"662001030011","Good Standing"
"662101060000","Good Standing"
"662101060001","Good Standing"
"662101060002","Good Standing"
"662101060003","Good Standing"
"662101060004","Good Standing"
"662200010000","Good Standing"
"662200010001","Good Standing"
"662200010002","Good Standing"
"662200010003","Good Standing"
"662200010005","Good Standing"
"662200010006","Good Standing"
"662200010011","Good Standing"
"662200010012","Good Standing"
"662300010000","Target District"
"662300010001","Good Standing"
"662300010002","Good Standing"
"662300010004","Good Standing"
"662300010005","Good Standing"
"662300010007","Good Standing"
"662300010008","Good Standing"
"662300010013","Good Standing"
"662300010014","Good Standing"
"662300010015","Good Standing"
"662300010016","Good Standing"
"662300010017","Good Standing"
"662300010018","Targeted Support and Improvement"
"662300010019","Good Standing"
"662300010021","Good Standing"
"662300010022","Targeted Support and Improvement"
"662300010023","Targeted Support and Improvement"
"662300010024","Good Standing"
"662300010025","Targeted Support and Improvement"
"662300010026","Good Standing"
"662300010027","Good Standing"
"662300010028","Good Standing"
"662300010029","Good Standing"
"662300010030","Targeted Support and Improvement"
"662300010033","Targeted Support and Improvement"
"662300010036","Comprehensive Support and Improvement"
"662300010037","Good Standing"
"662300010038","Good Standing"
"662300010040","Good Standing"
"662300010043","Good Standing"
"662300010044","Good Standing"
"662300010045","Good Standing"
"662300010046","Good Standing"
"662300010047","Good Standing"
"662300010048","Good Standing"
"662300010050","Good Standing"
"662300010056","Comprehensive Support and Improvement"
"662300010057","Good Standing"
"662300010058","Good Standing"
"662300860862","Good Standing"
"662401060000","Good Standing"
"662401060001","Good Standing"
"662401060003","Good Standing"
"662401060004","Good Standing"
"662401060005","Good Standing"
"662401060007","Good Standing"
"662401060008","Good Standing"
"662401060009","Good Standing"
"662401060010","Good Standing"
"662402060000","Good Standing"
"662402060001","Good Standing"
"662402060002","Good Standing"
"662402060003","Good Standing"
"662402060004","Good Standing"
"662402060005","Good Standing"
"670201060000","Good Standing"
"670201060001","Good Standing"
"670201060002","Good Standing"
"670201060004","Good Standing"
"670401040000","Good Standing"
"670401040001","Good Standing"
"670401040002","Good Standing"
"670401040003","Good Standing"
"671002040000","Good Standing"
"671002040001","Good Standing"
"671201060000","Good Standing"
"671201060001","Good Standing"
"671201060002","Good Standing"
"671501040000","Target District"
"671501040001","Good Standing"
"671501040002","Targeted Support and Improvement"
"680601060000","Target District"
"680601060001","Good Standing"
"680601060002","Targeted Support and Improvement"
"680601060005","Good Standing"
"680801040000","Target District"
"680801040001","Comprehensive Support and Improvement"
"680801040002","Good Standing"
